cust_id,gender,age,marital,country,income,education,occupation,adoption
102275,0,45,1,19,4,13,3,1
102276,0,31,1,19,4,13,1,1
102277,0,70,1,19,2,13,1,1
102278,1,31,1,15,4,13,10,0
102279,1,25,1,19,4,13,2,0
102280,0,34,2,19,1,13,1,1
102281,0,41,2,19,2,9,8,0
102282,0,44,1,19,5,10,11,1
102283,0,46,1,19,4,12,3,1
102284,0,61,1,19,3,4,6,0
102285,0,70,1,19,4,7,6,0
102286,0,75,0,19,1,16,10,0
102287,1,75,6,19,4,9,10,0
102288,0,34,1,19,2,4,6,0
102289,0,61,1,19,4,12,2,1
102290,0,32,1,18,4,13,8,0
102291,0,26,1,19,4,12,2,0
102292,0,30,3,17,4,12,8,0
102293,0,24,0,19,4,7,4,0
102294,0,37,1,18,4,3,7,0
102296,0,32,2,19,3,9,9,0
102297,0,23,0,19,4,9,8,0
102298,0,47,1,16,4,8,2,0
102299,1,49,2,19,4,9,3,0
102300,0,31,1,19,3,8,8,0
102301,1,23,0,19,4,13,2,0
102302,1,52,5,17,3,12,4,0
102304,0,46,1,19,3,12,2,0
102305,1,27,2,19,4,6,4,0
102306,0,43,1,19,4,12,1,1
102307,0,38,1,19,2,9,2,1
102308,0,23,0,19,4,12,0,0
102309,0,42,1,17,4,14,1,1
102310,0,52,0,19,3,16,3,1
102311,0,17,0,19,4,7,9,0
102312,0,19,0,19,4,9,1,0
102313,0,58,5,19,4,9,3,0
102314,1,19,0,19,1,12,1,0
102315,1,23,0,19,4,13,1,0
102316,1,51,2,19,4,12,1,0
102317,0,56,0,19,2,9,7,0
102318,0,18,0,19,4,9,8,0
102319,1,27,0,19,4,13,0,0
102320,0,37,1,19,2,12,8,0
102321,0,36,2,19,2,10,8,0
102322,1,57,2,19,4,9,1,0
102323,0,52,1,19,4,15,0,1
102324,0,43,1,7,5,12,12,1
102325,0,30,1,17,4,13,1,0
102326,0,49,1,19,4,15,0,1
102327,0,35,0,19,4,13,1,0
102328,1,34,0,19,4,12,3,0
102329,1,74,5,19,1,12,6,0
102330,0,38,1,19,5,14,0,0
102331,1,54,1,19,4,9,4,0
102332,0,27,0,19,4,9,2,0
102333,0,46,1,19,2,12,12,1
102334,0,25,1,19,4,13,0,1
102335,0,28,1,16,4,4,9,0
102336,0,31,1,19,4,12,8,0
102337,0,27,0,19,4,13,12,0
102338,0,27,0,19,4,11,6,0
102339,0,17,0,19,4,6,8,0
102340,0,51,1,19,1,13,8,1
102342,1,46,2,19,4,14,0,0
102343,0,31,1,19,2,12,2,0
102344,1,24,2,19,3,12,2,0
102345,0,44,1,19,5,13,1,1
102346,0,41,1,19,4,14,3,1
102347,1,46,2,19,3,9,3,0
102348,1,50,1,19,1,13,3,1
102349,0,36,2,19,3,6,1,0
102350,1,34,2,19,4,10,12,0
102351,0,39,1,6,5,13,0,1
102352,0,22,0,19,3,12,8,0
102353,0,53,1,19,4,13,10,1
102354,1,25,0,19,5,9,2,0
102355,0,26,0,19,4,13,4,0
102356,0,34,1,19,4,13,2,0
102357,1,44,2,19,4,6,2,0
102358,1,38,1,19,4,7,2,0
102359,0,46,2,19,2,9,8,0
102360,0,33,2,19,4,9,2,0
102361,0,80,0,19,3,9,3,0
102362,0,28,1,19,4,9,7,0
102363,1,34,1,19,3,7,7,0
102364,1,31,0,19,4,13,3,0
102365,0,44,1,19,4,12,3,0
102366,1,28,2,12,5,13,4,1
102367,1,40,0,19,1,14,0,0
102369,1,62,2,19,4,10,2,0
102370,0,72,1,19,3,16,10,1
102372,1,21,1,19,4,12,10,0
102373,1,51,4,19,4,12,1,0
102374,0,50,1,19,3,13,3,1
102375,1,18,0,19,4,12,1,0
102376,0,58,1,19,2,10,3,1
102377,1,17,0,19,3,6,1,0
102378,0,60,1,19,3,12,6,0
102379,1,45,3,19,4,9,2,0
102380,0,42,1,19,4,14,0,1
102381,0,47,2,19,3,10,10,0
102382,1,19,0,19,5,9,2,0
102383,0,33,1,19,3,12,0,0
102385,0,43,1,17,5,13,0,1
102386,1,29,0,19,4,9,2,0
102387,1,25,2,19,5,9,2,0
102388,0,58,1,19,4,13,3,1
102390,0,56,2,19,4,12,11,0
102391,1,62,5,19,5,9,1,0
102392,0,18,0,19,3,7,4,0
102393,0,22,0,19,3,9,9,0
102394,0,42,1,19,4,13,3,1
102395,0,58,1,19,4,9,7,0
102396,0,31,1,19,4,12,2,0
102397,0,38,1,17,3,13,3,1
102398,1,26,0,19,2,13,0,0
102399,0,17,0,19,4,6,4,0
102400,0,36,1,19,5,13,3,1
102401,0,37,1,19,5,13,3,1
102402,0,30,1,19,4,13,1,1
102403,0,23,0,19,4,9,6,0
102404,0,49,2,19,4,14,1,1
102405,1,27,0,19,4,13,2,0
102406,0,35,1,19,4,9,3,1
102407,0,40,1,19,4,5,9,0
102409,1,22,0,19,3,13,0,0
102410,1,18,0,19,4,12,10,0
102411,1,69,1,19,4,9,1,0
102412,1,37,0,18,4,5,13,0
102413,1,41,0,19,4,14,0,0
102414,1,36,0,19,4,12,1,0
102415,0,36,2,19,4,13,0,0
102416,0,35,1,19,4,11,11,1
102417,0,74,1,19,4,12,3,1
102418,1,33,1,19,3,9,7,1
102419,1,63,5,19,3,4,5,0
102420,0,68,0,19,5,7,5,0
102421,0,35,2,19,4,6,10,0
102422,0,52,2,19,4,15,3,1
102423,0,50,2,19,5,9,8,0
102424,1,35,2,19,2,9,4,0
102425,1,26,1,19,2,13,3,1
102426,0,48,2,19,4,12,3,0
102427,0,41,0,19,2,12,11,0
102428,0,41,1,19,3,10,3,1
102429,0,39,2,19,4,9,7,0
102430,1,23,2,19,3,9,4,0
102431,1,19,0,19,4,12,4,0
102432,1,33,2,19,4,12,2,0
102434,0,34,1,19,4,14,3,0
102435,0,45,1,19,4,14,0,1
102437,0,49,1,19,3,9,8,1
102438,0,42,1,19,5,13,0,1
102440,0,20,1,19,5,9,1,0
102441,0,62,1,19,4,9,8,0
102442,0,23,0,19,4,13,9,0
102443,0,17,0,18,4,9,4,0
102444,0,33,1,19,1,10,5,0
102445,0,53,1,19,5,9,1,0
102446,0,27,1,18,4,9,7,0
102447,0,44,1,19,2,13,3,0
102448,1,19,0,19,4,12,2,0
102449,1,51,2,19,2,11,3,0
102450,0,42,1,19,4,9,1,0
102451,0,78,5,19,4,9,1,1
102453,1,43,2,14,4,13,2,0
102454,1,43,1,19,4,13,0,0
102455,0,21,0,19,4,12,9,0
102456,0,45,1,19,4,9,3,0
102457,0,44,2,19,4,13,2,0
102458,0,27,0,19,4,13,5,0
102459,1,26,0,19,5,9,4,0
102460,0,49,0,19,2,13,13,0
102461,0,44,1,19,5,13,3,1
102462,1,41,1,19,4,13,0,1
102463,0,19,0,19,5,12,10,0
102464,0,47,1,19,3,13,3,1
102465,0,32,0,19,4,10,4,0
102466,0,33,1,19,4,14,0,0
102467,0,70,1,16,4,13,3,0
102468,1,51,1,19,4,12,0,1
102470,0,40,1,19,2,13,1,1
102471,1,28,4,19,5,12,2,0
102472,0,64,1,19,4,12,8,0
102473,0,38,1,19,1,13,0,1
102474,0,52,1,19,4,7,4,0
102475,1,40,0,19,1,11,2,0
102476,0,42,1,19,4,11,3,1
102477,0,34,1,19,4,12,7,0
102478,1,19,0,19,5,12,4,0
102479,1,46,1,18,4,1,7,0
102480,0,37,1,19,1,9,8,0
102481,0,49,1,19,3,3,4,0
102482,0,53,1,19,2,7,8,0
102483,1,39,2,19,3,9,2,0
102484,0,51,1,19,4,10,9,1
102485,0,21,0,19,5,9,9,0
102486,0,47,1,19,5,15,0,1
102487,0,47,1,19,3,12,12,0
102488,0,33,1,19,4,9,5,0
102489,0,40,1,19,4,11,3,1
102490,0,53,1,18,4,3,4,0
102491,0,37,1,19,5,12,8,0
102492,0,37,1,17,5,12,8,0
102493,0,27,0,19,4,13,6,0
102494,0,44,1,19,5,12,1,1
102495,1,30,0,3,1,14,2,0
102496,0,42,1,19,2,14,0,1
102497,1,22,0,19,4,13,2,0
102498,0,32,1,19,4,14,0,0
102499,0,40,1,19,2,9,3,1
102500,0,62,2,19,3,9,6,0
102501,0,48,1,19,1,13,3,1
102502,0,20,0,19,1,12,3,0
102503,0,34,0,19,4,9,2,0
102504,1,41,4,19,4,13,1,0
102505,0,27,0,19,5,9,7,0
102506,1,51,2,19,3,12,3,0
102507,1,30,2,19,4,9,4,0
102508,0,32,1,19,5,9,8,1
102509,0,28,1,19,4,9,8,0
102510,0,47,1,19,5,11,11,1
102511,0,28,1,19,3,12,8,0
102512,0,28,0,19,1,13,8,1
102513,0,41,0,13,3,9,6,0
102514,1,39,2,19,4,9,7,0
102515,0,45,1,17,5,8,7,0
102516,1,51,2,19,4,12,0,0
102517,0,35,1,19,3,11,8,0
102518,0,45,1,19,2,12,3,0
102519,0,46,1,19,4,9,8,1
102520,1,22,0,19,4,13,0,0
102521,0,53,1,19,4,9,8,0
102522,1,22,0,19,5,9,10,0
102523,1,58,2,19,4,8,1,0
102524,0,29,0,17,1,6,8,0
102525,0,44,1,19,4,12,7,1
102526,1,19,0,19,2,12,7,0
102527,1,44,2,19,3,9,4,0
102528,1,22,0,19,2,13,0,0
102529,0,41,1,19,2,13,3,0
102530,0,23,0,16,4,9,8,0
102531,0,32,1,19,5,12,1,0
102532,0,53,2,19,4,9,7,0
102533,0,31,1,19,1,10,8,0
102534,0,29,1,19,2,13,7,0
102535,0,25,0,8,4,13,0,0
102536,0,20,0,19,4,12,7,0
102537,1,32,0,19,4,12,11,0
102538,1,54,2,19,4,9,3,0
102539,0,59,1,19,1,5,6,1
102540,0,55,0,19,3,9,9,0
102541,0,35,1,19,5,9,7,0
102542,0,41,0,19,4,12,6,0
102543,1,29,1,19,4,12,1,0
102544,1,72,5,19,1,9,4,0
102545,1,21,0,19,5,10,2,0
102546,1,29,0,19,4,13,3,1
102548,1,37,0,19,3,13,0,0
102549,1,30,4,19,4,9,2,0
102550,1,41,4,17,4,9,2,0
102551,0,65,1,18,4,13,3,1
102552,0,41,0,19,3,13,8,0
102553,0,50,1,19,4,10,12,1
102554,0,22,0,19,5,12,10,0
102555,0,90,0,19,1,13,3,0
102556,0,46,1,19,5,14,14,1
102557,0,70,1,19,1,9,10,0
102558,0,28,1,18,5,4,5,0
102559,1,37,0,19,1,9,4,0
102560,0,46,1,19,5,9,0,0
102562,0,33,0,19,2,9,5,0
102563,0,32,0,19,4,9,2,0
102564,0,43,1,19,4,12,3,1
102565,1,66,5,19,4,4,4,0
102566,1,27,0,19,4,13,12,0
102567,0,23,0,19,5,12,4,0
102568,1,20,0,19,4,12,10,0
102569,0,44,1,18,5,9,4,0
102570,0,53,3,19,4,6,6,0
102571,1,33,0,19,3,12,3,0
102572,0,55,1,19,4,13,4,0
102573,0,51,1,19,2,14,11,1
102574,1,45,4,19,3,9,7,0
102575,0,27,0,19,4,9,1,1
102576,1,34,1,19,4,12,3,1
102577,0,29,0,19,4,15,0,0
102578,0,50,1,19,3,9,8,0
102579,0,39,1,19,4,12,7,0
102580,0,31,1,19,2,9,7,0
102581,0,46,1,19,5,12,2,0
102582,0,26,0,17,5,3,6,0
102583,0,37,0,19,4,9,7,0
102584,1,35,2,19,4,9,1,0
102585,0,53,1,19,2,16,0,0
102586,1,20,0,19,3,12,4,0
102587,0,68,1,19,3,9,2,0
102588,0,30,1,19,4,12,3,1
102589,0,30,0,19,4,13,12,0
102590,1,41,5,19,1,12,10,0
102592,0,27,1,19,4,9,1,0
102593,1,23,0,19,5,9,12,0
102594,1,44,2,19,5,12,5,0
102595,0,37,1,19,4,14,2,1
102596,1,56,1,19,2,4,7,0
102597,0,34,0,19,4,13,1,0
102598,0,22,0,19,2,5,9,0
102599,0,23,1,19,4,8,9,0
102600,1,30,0,19,4,9,1,0
102601,1,51,2,19,3,9,0,1
102602,0,27,0,19,4,13,8,0
102604,0,18,0,19,4,9,2,0
102605,0,33,1,19,3,13,3,1
102606,1,28,1,19,4,11,2,1
102607,1,46,1,19,2,12,2,1
102608,0,29,0,19,2,11,12,0
102609,1,40,2,19,2,12,2,0
102610,1,19,0,19,4,9,1,0
102611,0,31,1,19,4,9,8,0
102612,0,70,1,19,1,14,0,1
102613,0,39,1,18,5,3,4,0
102614,0,43,1,19,3,12,11,0
102615,0,35,1,19,3,14,3,0
102616,0,52,1,19,2,9,1,1
102617,1,33,5,19,3,9,4,0
102618,1,39,0,19,3,9,7,0
102619,0,68,1,19,4,16,0,1
102620,1,39,2,19,5,13,1,0
102621,1,29,0,18,5,3,4,0
102622,0,32,1,19,4,12,1,1
102623,0,32,1,19,3,7,8,0
102624,0,32,1,9,5,13,3,1
102625,0,35,1,19,4,12,7,0
102626,1,26,1,19,4,12,7,0
102627,1,21,0,19,1,9,1,0
102628,1,38,0,19,2,12,2,0
102629,1,46,1,19,4,9,1,1
102630,0,23,0,19,2,12,3,0
102631,0,34,1,19,4,9,3,0
102632,0,25,1,19,4,13,0,0
102633,0,41,1,19,3,9,3,0
102634,0,32,1,19,1,12,7,1
102635,0,25,1,19,5,12,2,0
102636,1,57,5,18,5,12,2,0
102637,1,36,4,18,3,8,4,0
102638,1,22,0,19,3,13,2,0
102639,1,24,0,12,5,9,13,0
102640,1,21,0,19,4,12,2,0
102641,0,44,1,19,4,9,3,1
102643,0,42,1,19,4,13,0,1
102644,0,36,0,11,4,9,8,0
102645,0,57,2,19,5,4,4,0
102646,0,28,1,19,4,9,6,0
102647,0,59,2,19,4,9,3,0
102648,0,34,1,19,3,14,0,1
102649,1,43,2,19,4,10,0,0
102650,0,37,0,19,1,13,8,1
102651,0,51,1,19,3,14,0,1
102652,0,26,0,19,2,8,1,0
102653,0,46,1,19,4,15,0,1
102654,1,39,0,19,3,10,3,0
102655,0,36,1,19,4,13,1,1
102656,1,39,0,19,3,13,3,0
102657,0,22,0,19,3,7,4,0
102658,1,34,0,19,5,9,7,0
102659,1,57,2,19,2,12,1,0
102660,0,52,1,19,3,12,3,1
102662,1,34,2,19,5,9,7,0
102663,0,37,2,19,1,9,8,0
102664,0,25,0,19,1,9,8,0
102665,1,32,0,19,3,9,6,0
102667,0,65,1,19,4,9,10,0
102668,0,38,1,19,4,8,8,1
102669,0,60,1,19,5,15,0,1
102670,0,47,1,17,5,9,6,1
102671,0,27,1,19,3,12,3,0
102672,1,21,0,19,2,12,2,0
102673,0,46,4,19,4,10,0,0
102674,0,28,0,18,2,12,8,0
102675,0,37,1,19,5,12,8,0
102676,0,55,1,15,2,12,12,1
102677,1,32,2,15,2,13,3,0
102678,0,61,1,19,4,4,6,0
102679,0,42,1,19,4,12,8,1
102680,1,33,2,19,4,12,12,0
102681,0,48,1,19,4,11,0,0
102682,1,45,0,19,4,9,1,0
102683,0,34,4,19,5,9,2,1
102684,1,22,3,19,4,12,10,0
102685,0,43,1,19,4,9,7,1
102686,0,48,1,19,4,12,0,0
102687,0,46,1,19,4,16,0,0
102688,0,27,1,19,1,13,12,0
102689,0,46,2,19,4,15,5,0
102690,1,47,1,19,4,9,7,1
102691,1,32,4,18,5,5,4,0
102692,1,21,0,19,4,12,2,0
102693,0,61,1,19,3,9,11,0
102694,1,25,0,19,2,13,2,0
102695,0,39,1,19,3,13,0,1
102696,0,36,1,19,4,12,3,1
102697,0,21,0,19,5,9,9,0
102698,0,22,0,19,4,11,9,0
102699,0,35,1,19,4,13,2,1
102700,0,42,1,19,4,13,3,0
102701,1,50,4,19,2,2,0,0
102702,1,51,2,19,4,12,9,0
102703,0,20,0,19,4,12,2,0
102704,0,37,0,19,3,9,9,0
102705,0,29,1,19,4,9,11,0
102706,1,32,4,19,4,9,4,0
102707,1,65,2,19,2,7,10,0
102708,1,36,1,14,5,13,2,1
102709,0,63,5,19,1,9,1,0
102710,0,48,1,19,3,9,1,0
102711,0,44,1,19,4,14,0,1
102712,0,43,0,19,4,9,8,0
102713,0,51,1,19,2,4,3,0
102714,1,46,2,19,2,12,7,0
102715,0,27,1,19,4,11,8,1
102716,0,43,4,19,5,12,6,1
102717,0,63,1,19,5,10,4,0
102718,0,24,0,19,4,12,9,0
102719,0,35,1,19,4,12,0,1
102720,0,46,1,19,5,9,11,1
102721,1,25,0,18,4,6,7,0
102722,0,29,0,19,4,13,0,0
102723,0,41,1,10,2,13,4,0
102724,0,22,0,19,5,12,10,0
102725,0,29,1,19,3,9,7,0
102726,1,21,0,17,3,12,4,0
102727,1,29,0,19,5,12,4,0
102728,0,56,1,19,2,9,6,0
102729,1,47,1,17,4,11,2,1
102730,0,41,1,19,2,12,5,1
102731,0,45,1,19,4,14,3,1
102732,0,46,1,19,4,10,3,1
102733,0,41,1,19,5,14,3,1
102734,0,44,1,19,3,16,3,1
102735,0,37,1,19,4,9,7,0
102736,1,23,4,19,3,9,9,0
102737,1,22,0,19,5,12,2,0
102738,0,36,1,19,5,4,8,0
102739,0,42,2,19,4,12,8,0
102740,1,74,2,19,4,6,4,0
102741,0,33,1,19,5,14,0,1
102742,1,53,1,11,3,13,2,0
102743,0,25,1,18,4,5,7,0
102744,0,44,1,19,4,13,1,0
102745,0,37,4,19,4,12,10,0
102746,0,18,0,19,4,9,4,0
102747,1,40,0,19,1,12,2,0
102748,0,28,1,19,4,13,0,1
102750,0,32,1,19,1,4,4,0
102751,0,25,0,19,3,13,3,0
102754,0,66,1,19,4,13,3,1
102755,0,31,1,19,2,11,1,0
102756,0,48,1,19,1,9,5,0
102757,0,26,1,19,4,13,1,1
102758,1,25,2,19,4,10,2,0
102759,1,36,2,19,2,9,6,0
102760,0,18,0,19,1,7,5,0
102761,1,18,0,19,1,7,4,0
102762,0,47,1,19,4,9,8,0
102763,0,47,1,19,1,12,5,0
102764,0,79,1,19,4,13,1,1
102765,0,61,1,19,2,9,8,1
102766,0,31,0,19,4,13,3,0
102767,0,51,1,19,2,13,3,1
102768,0,37,1,19,4,9,7,0
102769,0,35,0,19,5,5,9,0
102771,1,20,0,19,4,8,1,0
102772,0,30,1,19,4,7,6,0
102773,0,50,1,18,1,9,1,1
102774,0,53,1,19,4,6,4,0
102775,0,25,0,19,2,12,7,0
102776,1,54,2,19,2,12,2,0
102777,0,21,0,19,4,11,9,0
102778,0,25,4,19,4,12,2,0
102779,0,54,1,19,2,12,6,0
102780,0,58,1,19,4,12,0,0
102781,0,36,1,19,2,9,8,0
102782,0,28,1,19,4,9,8,0
102783,0,59,1,19,2,16,0,1
102785,0,57,1,19,3,9,2,0
102786,0,53,1,19,1,14,3,1
102787,1,38,2,19,4,12,4,0
102788,0,27,1,19,4,13,1,1
102789,0,48,1,19,4,9,7,1
102790,1,40,1,19,4,9,2,1
102792,0,33,1,19,4,9,2,0
102793,1,26,0,19,4,14,0,0
102794,0,59,2,19,4,14,0,1
102795,0,43,4,18,4,9,6,0
102796,0,39,1,19,4,16,3,1
102797,1,62,2,19,3,9,4,0
102798,0,31,0,19,5,9,4,0
102799,0,39,2,19,5,9,2,0
102800,0,30,2,19,4,12,7,0
102801,0,56,1,19,3,12,3,0
102802,1,64,0,19,4,11,0,0
102803,1,25,0,19,2,9,2,0
102804,0,71,1,19,4,13,10,1
102805,1,59,1,19,3,6,3,0
102806,0,39,1,19,4,13,3,1
102807,1,20,0,19,4,9,10,0
102808,1,65,5,19,4,12,4,0
102809,0,20,0,19,5,12,6,0
102810,1,29,0,19,3,12,4,1
102811,0,51,1,18,4,2,8,0
102812,0,42,1,19,2,12,7,0
102813,0,22,2,19,5,6,8,0
102815,0,33,1,16,5,9,1,1
102816,1,42,0,19,3,10,2,0
102817,0,55,1,19,4,13,0,1
102818,1,40,0,19,4,9,4,0
102819,0,31,1,19,2,12,4,0
102820,1,27,0,19,4,9,2,0
102821,0,34,1,19,5,16,0,1
102822,0,19,0,19,5,9,8,0
102823,0,38,1,19,3,12,6,1
102824,0,43,1,12,4,13,3,1
102825,0,63,4,19,4,6,7,0
102826,1,33,0,19,4,6,8,0
102827,0,21,0,19,5,12,10,0
102828,1,36,0,19,2,9,7,0
102829,0,24,0,19,3,9,8,0
102830,0,37,1,19,4,13,3,0
102831,0,39,1,19,4,9,2,0
102832,0,29,1,19,1,10,9,0
102833,0,34,2,19,2,7,8,0
102834,1,18,0,19,2,12,4,0
102835,1,35,0,19,4,10,4,0
102836,1,69,5,19,2,12,5,0
102838,0,53,0,19,2,9,2,0
102839,0,51,1,19,3,4,8,0
102840,0,28,1,19,4,9,8,0
102841,0,56,1,19,5,10,8,1
102842,0,35,1,19,5,5,8,0
102843,0,37,1,19,5,12,7,0
102844,0,58,1,19,3,13,0,0
102845,0,59,1,17,4,13,9,1
102846,1,30,0,19,5,12,6,0
102847,0,41,1,9,4,4,8,0
102848,0,50,2,19,4,12,10,0
102849,0,42,1,19,2,10,3,0
102850,0,33,1,19,4,13,1,1
102851,0,37,1,19,3,9,8,1
102853,1,33,3,19,4,9,4,0
102854,0,60,2,19,4,12,8,1
102855,0,39,1,19,5,9,7,1
102856,1,68,5,19,3,9,4,0
102857,1,41,4,19,2,13,0,0
102858,0,24,0,18,4,1,5,0
102860,0,28,1,19,3,9,4,0
102861,0,40,1,19,4,9,6,0
102862,0,51,2,19,2,10,12,1
102863,1,43,2,19,4,13,2,0
102864,1,41,5,19,5,7,4,0
102865,0,22,1,19,1,12,1,0
102866,1,39,4,19,5,9,7,0
102867,0,23,1,19,2,12,1,0
102868,0,42,1,19,4,13,3,1
102869,0,61,1,19,4,9,10,1
102870,0,34,0,19,4,9,9,0
102871,0,41,2,19,3,13,4,0
102872,0,44,0,19,4,10,12,0
102873,1,53,2,19,3,13,2,0
102874,0,22,0,19,4,9,7,0
102875,1,40,2,19,4,5,4,0
102876,1,53,2,19,4,14,0,0
102877,0,32,1,19,3,9,6,1
102878,0,49,2,19,1,12,12,0
102879,0,32,1,19,4,13,1,0
102880,0,34,1,19,4,12,7,1
102881,0,42,1,19,2,15,0,1
102882,0,61,1,19,4,9,3,1
102883,0,20,1,19,4,9,1,0
102884,1,24,4,19,3,12,2,0
102885,0,29,1,19,4,9,7,0
102886,1,21,0,19,4,12,1,0
102887,1,28,0,19,4,13,12,0
102888,1,45,0,19,4,11,2,0
102889,1,33,2,19,5,12,10,0
102890,1,31,0,19,4,9,4,0
102891,1,21,0,19,4,9,1,0
102892,0,36,1,19,3,5,8,0
102893,1,46,2,19,3,12,2,0
102894,0,35,2,19,4,9,3,0
102895,0,49,4,19,4,6,3,0
102896,1,60,5,19,4,9,9,0
102897,0,35,0,19,5,13,3,0
102899,1,31,1,19,2,9,7,0
102900,0,25,0,19,2,8,4,0
102901,0,55,1,19,2,5,5,0
102902,1,45,2,13,4,12,12,0
102903,0,50,1,19,5,9,7,0
102904,0,26,1,19,4,12,0,0
102905,0,30,4,19,5,4,6,0
102906,0,38,1,17,5,9,7,0
102907,0,64,2,19,4,13,12,0
102908,0,29,0,19,4,8,8,0
102909,0,23,2,19,4,10,12,0
102910,0,52,1,19,3,13,1,1
102911,1,48,0,18,5,13,0,0
102912,0,43,0,19,4,9,8,0
102913,0,39,1,19,3,12,11,0
102914,0,17,0,19,4,6,4,0
102915,0,40,2,19,2,9,8,0
102916,0,19,0,19,4,9,9,0
102918,0,56,1,19,4,9,0,0
102919,0,28,1,19,2,9,8,1
102920,0,29,1,19,2,10,2,0
102921,0,24,1,18,5,9,1,0
102922,1,72,5,19,2,12,12,0
102923,0,57,1,19,1,9,8,0
102924,0,35,1,19,5,9,7,0
102925,0,20,0,19,3,9,2,0
102926,1,77,1,19,5,5,13,0
102927,0,40,0,19,4,12,3,1
102928,0,34,1,19,4,12,7,0
102929,0,48,1,19,4,11,6,0
102930,0,31,0,19,3,9,3,0
102931,0,32,1,19,4,12,1,0
102932,0,54,1,19,3,12,1,0
102933,0,38,2,2,4,12,8,0
102934,1,54,5,19,4,9,9,0
102935,0,64,1,19,4,12,1,0
102937,0,24,0,19,1,13,1,0
102938,1,25,0,19,3,9,2,0
102939,0,33,3,19,4,11,8,0
102940,0,37,2,19,2,9,5,0
102941,0,47,1,19,3,12,3,0
102942,0,32,1,18,4,12,2,0
102943,1,18,0,19,4,7,4,0
102944,0,38,1,19,4,9,8,0
102945,0,38,1,18,4,4,8,0
102946,1,47,1,19,4,9,4,0
102947,0,23,0,19,5,12,10,0
102948,1,76,5,19,2,6,1,0
102949,0,20,0,19,4,12,4,0
102950,0,42,1,19,4,11,8,1
102951,0,32,1,19,3,13,3,1
102952,0,19,0,19,4,12,4,0
102953,1,50,1,19,4,11,1,0
102954,1,21,0,19,3,12,4,0
102955,0,82,1,16,4,9,8,0
102956,0,19,0,19,4,4,2,0
102957,1,54,0,19,4,14,10,0
102958,0,41,4,19,5,8,8,0
102959,0,41,1,8,3,14,0,1
102960,0,39,1,19,4,10,8,0
102961,0,38,1,19,4,13,1,1
102962,0,60,1,19,2,10,12,1
102963,1,46,5,19,4,9,2,0
102964,0,47,1,19,4,12,3,0
102965,0,37,1,19,4,9,8,0
102966,0,27,0,19,4,10,11,0
102967,1,40,1,19,4,15,0,1
102968,0,24,1,19,4,4,8,0
102969,0,42,0,19,4,14,3,1
102970,0,40,0,19,4,13,12,0
102971,0,65,1,19,1,9,8,0
102972,0,40,1,19,4,9,9,0
102973,0,25,0,18,4,12,12,0
102974,1,19,0,19,2,6,4,0
102975,0,31,0,19,2,6,4,0
102976,0,35,0,19,4,9,9,0
102977,1,36,1,19,4,9,4,0
102978,0,60,1,19,4,9,3,1
102979,0,78,1,19,4,13,3,1
102980,1,19,0,19,5,12,2,0
102981,1,43,1,19,4,10,0,1
102982,1,33,0,19,4,10,0,0
102983,0,32,1,19,3,13,7,0
102984,1,30,4,19,2,12,4,0
102985,0,27,0,19,5,9,2,0
102986,0,19,0,19,1,12,0,0
102987,0,51,1,19,5,9,8,1
102988,1,31,4,19,4,9,4,0
102989,0,35,0,19,2,13,1,0
102990,0,35,0,19,4,14,1,0
102991,0,52,1,19,4,9,1,0
102992,0,31,1,19,4,9,8,0
102993,0,69,1,19,3,5,10,0
102994,0,44,1,19,2,9,6,1
102995,1,19,0,19,4,12,4,0
102996,0,17,0,19,2,6,4,0
102997,0,41,1,1,5,13,3,0
102998,0,53,1,19,4,9,3,1
102999,0,55,1,19,2,9,2,1
103000,1,40,2,19,2,9,2,0
